Code,latitude,longitude,target_dose_rate,target_dose_rate_0_1m,organic_carbon_b0,organic_carbon_b10,clay_fraction_0_30,clay_fraction_30_60,sand_fraction_b0,sand_fraction_b10,bulk_density_b0,bulk_density_b10,soil_pH_b0,soil_pH_b10,elevation_m,slope_deg_final,twi_scaled
1044,51.004945,29.690585,0.1,0.11,3.0,4.0,17.0,18.0,58.0,58.0,137.0,137.0,61.0,61.0,168.0,6.1,6.07
1045,51.00512,29.52823,0.09,0.1,4.0,4.0,16.0,17.0,60.0,60.0,129.0,129.0,64.0,64.0,166.0,3.8,6.18
1046,51.004945,29.523996,0.11,0.11,4.0,5.0,14.0,16.0,59.0,59.0,131.0,133.0,63.0,63.0,160.0,8.9,6.64
1047,51.001948,29.528756,0.1,0.1,4.0,4.0,15.0,17.0,63.0,63.0,133.0,133.0,63.0,63.0,167.0,16.1,5.33
1048,51.001948,29.690585,0.1,0.12,4.0,4.0,16.0,18.0,60.0,61.0,137.0,135.0,61.0,61.0,166.0,4.8,7.01
1049,51.001948,29.695343,0.09,0.12,3.0,4.0,16.0,18.0,59.0,58.0,138.0,137.0,62.0,62.0,163.0,8.3,6.2
1050,51.001948,29.761979,0.1,0.11,3.0,3.0,17.0,19.0,55.0,55.0,137.0,136.0,64.0,64.0,151.0,3.6,6.78
1051,51.00217,29.76751,0.11,0.12,3.0,3.0,16.0,18.0,56.0,56.0,139.0,139.0,62.0,62.0,148.0,14.8,5.37
1052,51.0021,29.771123,0.12,0.12,3.0,3.0,16.0,18.0,55.0,55.0,137.0,136.0,63.0,63.0,146.0,17.1,5.4
1053,51.00212,29.77548,0.11,0.11,3.0,3.0,16.0,18.0,58.0,57.0,139.0,138.0,63.0,63.0,136.0,25.5,5.03
1054,50.998937,30.052328,0.11,0.12,11.0,11.0,18.0,19.0,38.0,38.0,130.0,129.0,69.0,69.0,107.0,0.8,7.86
1055,50.998951,30.038037,0.11,0.12,13.0,14.0,21.0,23.0,33.0,33.0,131.0,130.0,69.0,69.0,107.0,0.7,9.57
1056,50.998821,30.021785,0.12,0.12,9.0,9.0,19.0,20.0,37.0,37.0,122.0,121.0,67.0,67.0,107.0,2.3,6.84
1057,50.998937,30.00949,0.11,0.12,10.0,10.0,19.0,20.0,47.0,47.0,128.0,127.0,66.0,66.0,107.0,2.0,7.79
1058,50.998937,29.99521,0.11,0.11,5.0,5.0,19.0,20.0,54.0,54.0,133.0,132.0,64.0,64.0,125.0,36.5,4.2
1059,50.999293,29.979913,0.11,0.12,7.0,6.0,15.0,17.0,51.0,51.0,127.0,127.0,56.0,56.0,138.0,17.4,5.15
1060,50.998937,29.966651,0.11,0.13,4.0,4.0,18.0,20.0,49.0,49.0,131.0,132.0,62.0,62.0,136.0,12.7,5.55
1061,50.998937,29.952371,0.12,0.12,5.0,5.0,18.0,20.0,46.0,45.0,130.0,129.0,66.0,66.0,135.0,3.8,6.85
1062,50.998937,29.938092,0.12,0.13,5.0,5.0,13.0,14.0,57.0,57.0,130.0,130.0,58.0,58.0,143.0,13.5,5.76
1063,50.998937,29.923812,0.11,0.12,3.0,4.0,19.0,21.0,50.0,49.0,131.0,130.0,61.0,61.0,134.0,9.3,5.91
1064,50.998937,29.909532,0.11,0.12,4.0,4.0,20.0,21.0,47.0,47.0,132.0,132.0,64.0,64.0,138.0,4.4,6.46
1065,50.998937,29.895253,0.11,0.11,4.0,4.0,20.0,21.0,46.0,46.0,133.0,135.0,65.0,65.0,140.0,1.6,7.92
1066,50.998937,29.880973,0.11,0.11,4.0,4.0,18.0,19.0,55.0,54.0,135.0,134.0,63.0,63.0,142.0,4.7,6.63
1067,50.998937,29.866694,0.1,0.11,3.0,4.0,17.0,18.0,60.0,61.0,138.0,138.0,63.0,63.0,147.0,7.2,5.83
1068,50.998937,29.852414,0.11,0.11,5.0,4.0,15.0,16.0,59.0,60.0,136.0,134.0,62.0,62.0,149.0,7.3,6.13
1069,50.999076,29.8409,0.11,0.12,5.0,5.0,13.0,15.0,67.0,67.0,123.0,122.0,60.0,60.0,163.0,27.4,4.38
1070,50.998937,29.823855,0.1,0.12,4.0,4.0,16.0,18.0,61.0,61.0,130.0,130.0,61.0,61.0,145.0,19.7,4.77
1071,50.998937,29.809575,0.1,0.11,5.0,5.0,18.0,20.0,62.0,62.0,134.0,135.0,61.0,61.0,125.0,8.4,5.8
1072,50.998937,29.795296,0.1,0.13,4.0,4.0,19.0,21.0,61.0,61.0,134.0,132.0,63.0,63.0,135.0,14.4,5.07
1073,50.998937,29.781016,0.11,0.11,4.0,4.0,19.0,20.0,57.0,57.0,138.0,138.0,63.0,62.0,143.0,27.8,4.57
1074,50.998951,29.771498,0.1,0.12,4.0,4.0,16.0,17.0,57.0,56.0,137.0,136.0,64.0,64.0,138.0,19.9,5.33
1075,50.99842,29.76682,0.11,0.12,3.0,3.0,16.0,18.0,57.0,56.0,137.0,135.0,64.0,64.0,146.0,10.9,5.68
1076,50.998951,29.761979,0.1,0.11,3.0,3.0,16.0,17.0,58.0,58.0,136.0,135.0,62.0,62.0,152.0,9.7,5.91
1077,50.998937,29.752457,0.11,0.11,4.0,3.0,16.0,18.0,53.0,52.0,137.0,135.0,61.0,62.0,159.0,7.8,5.82
1078,50.998937,29.738177,0.1,0.11,3.0,4.0,17.0,19.0,52.0,52.0,138.0,136.0,62.0,61.0,162.0,8.5,5.79
1079,50.998937,29.723898,0.11,0.11,4.0,4.0,16.0,17.0,61.0,60.0,137.0,137.0,57.0,57.0,165.0,6.6,6.07
1080,50.998937,29.709618,0.1,0.11,4.0,4.0,16.0,18.0,59.0,58.0,139.0,139.0,60.0,60.0,168.0,7.9,5.75
1081,50.998937,29.695338,0.11,0.11,5.0,5.0,16.0,17.0,68.0,68.0,134.0,132.0,57.0,57.0,165.0,22.6,5.45
1082,50.998937,29.681059,0.1,0.12,3.0,4.0,20.0,22.0,57.0,56.0,137.0,135.0,61.0,61.0,170.0,1.8,7.23
1083,50.998937,29.666779,0.11,0.12,4.0,4.0,18.0,19.0,55.0,54.0,138.0,135.0,61.0,61.0,173.0,6.3,6.23
1084,50.998937,29.6525,0.11,0.11,3.0,4.0,19.0,20.0,56.0,56.0,137.0,136.0,61.0,61.0,174.0,5.2,6.36
1085,50.998937,29.63822,0.11,0.12,3.0,3.0,15.0,16.0,69.0,69.0,134.0,132.0,61.0,61.0,174.0,11.4,5.99
1086,50.998937,29.62394,0.11,0.12,5.0,5.0,16.0,17.0,68.0,68.0,131.0,132.0,60.0,60.0,170.0,32.0,4.41
1087,50.998937,29.609661,0.11,0.12,4.0,4.0,16.0,18.0,57.0,57.0,138.0,138.0,60.0,60.0,172.0,3.0,7.18
1088,50.998937,29.595381,0.1,0.11,4.0,4.0,17.0,18.0,55.0,55.0,132.0,131.0,64.0,64.0,168.0,9.3,6.02
1089,50.998937,29.581102,0.1,0.1,4.0,4.0,14.0,16.0,68.0,68.0,137.0,136.0,61.0,61.0,168.0,17.1,4.98
1090,50.998937,29.566822,0.1,0.1,4.0,4.0,14.0,15.0,68.0,69.0,133.0,134.0,59.0,59.0,166.0,10.9,6.57
1091,50.998937,29.552542,0.09,0.1,3.0,4.0,14.0,16.0,67.0,68.0,137.0,137.0,59.0,59.0,166.0,5.2,6.55
1092,50.998937,29.53774,0.09,0.09,3.0,4.0,15.0,17.0,71.0,71.0,135.0,135.0,60.0,60.0,166.0,7.4,6.27
1093,50.99902,29.52905,0.1,0.11,4.0,4.0,16.0,17.0,68.0,68.0,135.0,136.0,62.0,62.0,160.0,22.5,4.89
1094,50.998937,29.523983,0.11,0.11,4.0,5.0,14.0,15.0,62.0,62.0,130.0,131.0,61.0,61.0,168.0,45.0,4.14
1095,50.998937,29.509704,0.11,0.11,3.0,4.0,19.0,21.0,60.0,60.0,133.0,132.0,62.0,62.0,163.0,21.4,4.97
1096,50.998937,29.495424,0.1,0.11,5.0,5.0,18.0,20.0,51.0,50.0,132.0,131.0,65.0,65.0,165.0,1.2,8.33
1097,50.998951,29.48116,0.1,0.12,4.0,4.0,17.0,19.0,57.0,57.0,133.0,135.0,70.0,70.0,172.0,6.9,6.06
1098,50.998897,29.467799,0.11,0.12,4.0,4.0,17.0,19.0,64.0,64.0,135.0,134.0,63.0,63.0,164.0,23.1,4.37
1099,50.99654,29.53423,0.1,0.1,4.0,4.0,13.0,14.0,69.0,70.0,132.0,133.0,59.0,59.0,169.0,45.0,3.79
1100,50.99592,29.75746,0.11,0.11,3.0,3.0,15.0,17.0,59.0,59.0,141.0,140.0,62.0,62.0,153.0,41.9,3.77
1101,50.995953,29.761979,0.1,0.11,3.0,3.0,17.0,18.0,60.0,59.0,136.0,135.0,63.0,63.0,145.0,45.0,4.42
1102,50.99604,29.766738,0.11,0.12,4.0,4.0,16.0,17.0,57.0,57.0,136.0,135.0,63.0,63.0,138.0,34.4,4.8
1103,50.995953,29.771498,0.11,0.11,4.0,4.0,15.0,17.0,55.0,54.0,136.0,135.0,65.0,65.0,135.0,9.9,6.16
1104,50.995953,29.776258,0.1,0.12,5.0,4.0,18.0,20.0,57.0,57.0,136.0,138.0,62.0,62.0,134.0,27.7,4.91
1105,50.995624,29.920263,0.11,0.11,4.0,4.0,18.0,20.0,51.0,51.0,132.0,131.0,64.0,64.0,135.0,6.7,5.93
1106,50.99581,29.92384,0.11,0.11,4.0,4.0,18.0,20.0,50.0,49.0,133.0,131.0,62.0,62.0,138.0,5.1,6.57
1107,50.99318,29.91944,0.1,0.11,4.0,4.0,18.0,19.0,51.0,50.0,131.0,130.0,64.0,64.0,139.0,10.0,6.21
1108,50.992955,29.914288,0.11,0.12,4.0,4.0,17.0,19.0,50.0,50.0,133.0,134.0,64.0,64.0,137.0,2.4,6.97
1109,50.99257,29.78132,0.1,0.11,3.0,3.0,19.0,21.0,52.0,52.0,137.0,136.0,63.0,63.0,150.0,7.9,5.54
1110,50.992955,29.776258,0.1,0.1,4.0,4.0,17.0,19.0,57.0,57.0,135.0,134.0,63.0,63.0,140.0,34.5,4.09
1111,50.99263,29.77052,0.11,0.12,4.0,4.0,16.0,18.0,63.0,62.0,136.0,134.0,61.0,61.0,138.0,11.0,5.6
1112,50.992955,29.766738,0.1,0.12,4.0,4.0,15.0,16.0,60.0,59.0,137.0,136.0,64.0,64.0,145.0,10.8,5.51
1113,50.992955,29.761979,0.11,0.12,4.0,4.0,16.0,18.0,60.0,60.0,138.0,136.0,63.0,63.0,148.0,16.8,5.25
1114,50.992955,29.757219,0.11,0.11,4.0,4.0,16.0,18.0,59.0,58.0,139.0,138.0,62.0,62.0,143.0,14.6,5.9
1115,50.992955,29.581112,0.1,0.11,4.0,4.0,17.0,18.0,62.0,62.0,140.0,138.0,60.0,60.0,161.0,10.1,5.94
1116,50.99003,29.467704,0.11,0.12,5.0,5.0,15.0,16.0,61.0,61.0,131.0,131.0,62.0,62.0,159.0,7.6,5.59
1117,50.989943,29.481023,0.1,0.12,5.0,4.0,18.0,20.0,68.0,68.0,133.0,131.0,61.0,61.0,170.0,3.6,6.34
1118,50.989943,29.495424,0.1,0.11,3.0,3.0,18.0,20.0,58.0,58.0,137.0,135.0,67.0,67.0,168.0,1.7,7.45
1119,50.989943,29.509704,0.11,0.12,4.0,4.0,19.0,21.0,60.0,60.0,137.0,136.0,65.0,65.0,163.0,5.9,6.54
1120,50.98989,29.52395,0.11,0.12,4.0,4.0,18.0,20.0,60.0,60.0,132.0,134.0,65.0,65.0,157.0,4.5,6.58
1121,50.989943,29.538263,0.1,0.11,5.0,5.0,12.0,13.0,77.0,77.0,127.0,129.0,57.0,57.0,176.0,25.3,4.43
1122,50.989943,29.552542,0.11,0.11,4.0,5.0,12.0,13.0,75.0,75.0,132.0,134.0,57.0,57.0,163.0,7.8,6.17
1123,50.99044,29.56701,0.11,0.12,5.0,4.0,10.0,11.0,72.0,73.0,122.0,126.0,59.0,59.0,182.0,43.4,3.73
1124,50.989958,29.581112,0.1,0.1,4.0,4.0,17.0,18.0,60.0,60.0,132.0,133.0,62.0,62.0,160.0,14.2,5.47
1125,50.99004,29.58575,0.1,0.11,3.0,3.0,18.0,19.0,63.0,62.0,135.0,134.0,63.0,63.0,162.0,10.1,5.72
1126,50.989958,29.590632,0.11,0.12,3.0,3.0,16.0,18.0,65.0,65.0,133.0,133.0,63.0,63.0,167.0,4.6,6.77
1127,50.989943,29.595381,0.1,0.1,4.0,5.0,16.0,17.0,62.0,62.0,130.0,129.0,61.0,61.0,168.0,11.8,5.75
1128,50.98957,29.60909,0.1,0.11,5.0,4.0,18.0,19.0,58.0,57.0,139.0,137.0,63.0,63.0,161.0,2.2,7.26
1129,50.989958,29.62395,0.11,0.11,4.0,4.0,17.0,18.0,66.0,66.0,135.0,134.0,60.0,60.0,167.0,3.1,7.36
1130,50.989943,29.63822,0.11,0.12,6.0,5.0,15.0,16.0,68.0,69.0,132.0,131.0,59.0,59.0,179.0,6.0,5.86
1131,50.989943,29.6525,0.12,0.13,4.0,4.0,18.0,19.0,56.0,56.0,136.0,134.0,62.0,62.0,173.0,4.6,6.13
1132,50.989943,29.666779,0.12,0.12,4.0,4.0,17.0,18.0,51.0,51.0,138.0,136.0,61.0,61.0,171.0,3.3,6.83
1133,50.989943,29.681059,0.09,0.1,3.0,3.0,17.0,18.0,70.0,70.0,131.0,131.0,59.0,59.0,168.0,6.4,5.67
1134,50.989943,29.695338,0.1,0.11,4.0,4.0,15.0,17.0,72.0,71.0,129.0,128.0,60.0,60.0,171.0,10.6,5.9
1135,50.990532,29.710391,0.1,0.12,5.0,5.0,15.0,17.0,64.0,64.0,132.0,132.0,60.0,60.0,176.0,16.0,4.72
1136,50.990532,29.724671,0.1,0.11,6.0,5.0,14.0,16.0,53.0,53.0,136.0,136.0,60.0,60.0,163.0,20.5,5.19
1137,50.98956,29.73812,0.09,0.1,6.0,6.0,17.0,19.0,48.0,48.0,138.0,136.0,61.0,61.0,159.0,10.5,5.9
1138,50.98991,29.7527,0.1,0.11,4.0,4.0,15.0,17.0,54.0,53.0,138.0,136.0,63.0,63.0,155.0,17.0,5.37
1139,50.989958,29.757219,0.1,0.1,4.0,4.0,18.0,19.0,57.0,58.0,136.0,134.0,63.0,63.0,156.0,4.1,6.79
1140,50.989958,29.761979,0.1,0.11,4.0,4.0,18.0,20.0,60.0,59.0,138.0,136.0,62.0,62.0,157.0,10.5,5.53
1141,50.99019,29.767031,0.1,0.1,4.0,4.0,16.0,17.0,60.0,60.0,136.0,135.0,63.0,63.0,144.0,20.8,4.54
1142,50.989958,29.771498,0.1,0.12,4.0,4.0,16.0,18.0,56.0,55.0,136.0,134.0,63.0,63.0,135.0,26.7,4.7
1143,50.989958,29.776258,0.11,0.11,5.0,4.0,18.0,19.0,56.0,56.0,134.0,133.0,65.0,65.0,141.0,26.5,4.9
1144,50.99056,29.78161,0.1,0.11,3.0,3.0,18.0,20.0,53.0,53.0,133.0,133.0,64.0,64.0,152.0,4.8,6.03
1145,50.989958,29.795297,0.09,0.11,3.0,3.0,18.0,20.0,50.0,49.0,133.0,136.0,64.0,64.0,156.0,1.3,7.97
1146,50.989943,29.809575,0.1,0.11,4.0,4.0,18.0,19.0,56.0,56.0,133.0,132.0,65.0,65.0,141.0,20.2,5.29
1147,50.98869,29.82286,0.1,0.1,4.0,4.0,20.0,21.0,60.0,61.0,137.0,139.0,66.0,66.0,126.0,12.4,5.51
1148,50.98884,29.838444,0.11,0.11,5.0,6.0,15.0,16.0,68.0,68.0,129.0,130.0,59.0,59.0,149.0,29.7,4.64
1149,50.989943,29.852414,0.1,0.12,6.0,6.0,15.0,16.0,71.0,71.0,122.0,124.0,58.0,58.0,158.0,27.6,4.66
1150,50.991258,29.865266,0.11,0.12,4.0,4.0,13.0,14.0,66.0,66.0,131.0,131.0,61.0,61.0,157.0,16.2,5.25
1151,50.989943,29.880973,0.11,0.11,3.0,4.0,18.0,19.0,54.0,53.0,137.0,135.0,62.0,62.0,147.0,5.4,5.87
1152,50.989943,29.895253,0.11,0.11,4.0,5.0,19.0,21.0,47.0,47.0,132.0,131.0,64.0,64.0,142.0,1.4,7.47
1153,50.98952,29.90993,0.11,0.11,4.0,4.0,17.0,18.0,49.0,49.0,132.0,132.0,64.0,64.0,141.0,7.1,5.69
1154,50.989958,29.914288,0.11,0.12,4.0,4.0,18.0,19.0,50.0,49.0,129.0,128.0,64.0,64.0,142.0,11.1,5.5
1155,50.989943,29.923812,0.11,0.12,3.0,4.0,17.0,18.0,50.0,50.0,132.0,131.0,65.0,65.0,139.0,2.8,7.3
1156,50.989943,29.938092,0.11,0.13,5.0,5.0,19.0,20.0,50.0,50.0,137.0,137.0,64.0,64.0,138.0,0.7,8.47
1157,50.99009,29.95323,0.12,0.13,4.0,4.0,19.0,20.0,50.0,50.0,138.0,138.0,63.0,63.0,136.0,3.1,7.19
1158,50.989943,29.966651,0.12,0.13,5.0,5.0,17.0,19.0,49.0,49.0,131.0,130.0,61.0,61.0,135.0,14.1,5.3
1159,50.989943,29.98093,0.12,0.12,4.0,5.0,18.0,19.0,48.0,47.0,131.0,130.0,62.0,62.0,125.0,26.6,4.63
1160,50.98996,29.985681,0.11,0.12,4.0,4.0,19.0,21.0,48.0,48.0,136.0,135.0,62.0,62.0,119.0,18.5,4.72
1161,50.989958,29.990441,0.1,0.12,5.0,5.0,19.0,20.0,46.0,46.0,136.0,134.0,60.0,60.0,109.0,17.9,5.33
1162,50.99025,29.99456,0.11,0.13,7.0,7.0,20.0,21.0,47.0,48.0,134.0,132.0,64.0,64.0,108.0,1.2,8.2
1163,50.99122,30.00728,0.11,0.12,10.0,9.0,19.0,20.0,43.0,42.0,128.0,128.0,63.0,63.0,107.0,3.3,6.88
1164,50.98997,30.026081,0.11,0.11,12.0,13.0,18.0,19.0,36.0,36.0,127.0,126.0,68.0,68.0,107.0,1.2,8.54
1165,50.989943,30.038026,0.11,0.12,12.0,13.0,18.0,19.0,35.0,35.0,126.0,125.0,68.0,68.0,108.0,4.1,6.78
1166,50.990149,30.051307,0.11,0.12,11.0,12.0,18.0,19.0,42.0,42.0,125.0,126.0,65.0,65.0,108.0,0.8,8.05
1167,50.986853,29.984698,0.11,0.11,8.0,8.0,20.0,22.0,46.0,46.0,135.0,135.0,61.0,61.0,110.0,35.4,4.0
1168,50.98754,29.98126,0.13,0.14,5.0,5.0,19.0,20.0,49.0,49.0,134.0,134.0,62.0,62.0,117.0,11.1,5.24
1169,50.986961,29.976163,0.12,0.12,5.0,5.0,17.0,18.0,51.0,51.0,131.0,129.0,59.0,59.0,130.0,44.0,4.13
1170,50.98641,29.97115,0.1,0.12,4.0,4.0,18.0,19.0,56.0,56.0,133.0,133.0,62.0,62.0,134.0,17.8,5.08
1171,50.986961,29.966644,0.11,0.11,5.0,5.0,17.0,19.0,50.0,50.0,133.0,132.0,60.0,60.0,135.0,13.6,5.32
1172,50.986,29.91985,0.11,0.12,4.0,4.0,18.0,19.0,47.0,47.0,131.0,130.0,65.0,65.0,141.0,4.4,7.12
1173,50.986961,29.909528,0.12,0.12,4.0,4.0,18.0,19.0,51.0,51.0,132.0,130.0,65.0,65.0,144.0,3.1,6.47
1174,50.986961,29.776258,0.11,0.12,4.0,4.0,17.0,18.0,55.0,55.0,136.0,135.0,65.0,65.0,142.0,37.4,4.43
1175,50.986961,29.771498,0.1,0.12,4.0,4.0,16.0,18.0,57.0,57.0,136.0,134.0,65.0,65.0,135.0,11.8,6.34
1176,50.986961,29.766738,0.11,0.11,4.0,4.0,18.0,19.0,61.0,61.0,137.0,135.0,62.0,62.0,145.0,12.9,5.82
1177,50.986961,29.761979,0.1,0.12,3.0,3.0,17.0,19.0,58.0,57.0,141.0,139.0,59.0,59.0,151.0,16.3,5.19
1178,50.986961,29.757219,0.1,0.11,4.0,4.0,16.0,18.0,56.0,55.0,138.0,137.0,61.0,61.0,153.0,13.0,5.51
1179,50.986884,29.753342,0.1,0.12,4.0,4.0,15.0,17.0,53.0,52.0,136.0,134.0,62.0,62.0,156.0,8.0,5.83
1180,50.986961,29.590632,0.11,0.11,3.0,3.0,18.0,19.0,63.0,65.0,132.0,132.0,62.0,62.0,160.0,21.5,4.91
1181,50.986961,29.585872,0.09,0.1,4.0,4.0,17.0,18.0,65.0,65.0,134.0,134.0,61.0,61.0,159.0,13.8,5.89
1182,50.986961,29.581112,0.1,0.11,4.0,4.0,17.0,19.0,63.0,63.0,131.0,131.0,62.0,61.0,154.0,11.1,5.41
1183,50.983963,29.42903,0.1,0.1,4.0,3.0,17.0,19.0,63.0,63.0,135.0,135.0,61.0,61.0,163.0,18.5,5.72
1184,50.98416,29.433564,0.1,0.09,5.0,5.0,17.0,18.0,59.0,59.0,136.0,134.0,61.0,61.0,168.0,3.7,6.5
1185,50.98386,29.585872,0.09,0.09,4.0,4.0,18.0,19.0,65.0,65.0,137.0,136.0,58.0,59.0,158.0,13.1,5.41
1186,50.983963,29.590632,0.09,0.1,4.0,4.0,18.0,19.0,66.0,66.0,135.0,136.0,60.0,60.0,161.0,9.2,5.93
1187,50.983963,29.595391,0.1,0.1,3.0,3.0,18.0,19.0,67.0,67.0,133.0,134.0,61.0,61.0,162.0,15.2,5.48
1188,50.983963,29.662026,0.15,0.15,5.0,5.0,16.0,18.0,60.0,60.0,135.0,134.0,62.0,62.0,171.0,15.2,5.16
1189,50.983963,29.666786,0.11,0.11,3.0,4.0,16.0,17.0,65.0,65.0,136.0,135.0,59.0,59.0,174.0,4.8,6.02
1190,50.984552,29.672319,0.1,0.11,4.0,4.0,17.0,18.0,65.0,65.0,133.0,132.0,59.0,59.0,170.0,9.5,6.17
1191,50.983963,29.752459,0.11,0.11,3.0,3.0,16.0,18.0,54.0,54.0,136.0,135.0,62.0,62.0,156.0,4.3,6.63
1192,50.98414,29.7563,0.1,0.11,4.0,4.0,17.0,19.0,53.0,53.0,135.0,133.0,63.0,63.0,155.0,8.7,5.53
1193,50.983963,29.761979,0.1,0.12,3.0,4.0,17.0,19.0,57.0,57.0,133.0,133.0,63.0,63.0,148.0,22.3,4.96
1194,50.983963,29.766738,0.1,0.11,4.0,4.0,19.0,21.0,58.0,58.0,137.0,135.0,62.0,62.0,146.0,15.9,5.79
1195,50.983963,29.771498,0.11,0.11,4.0,4.0,16.0,18.0,59.0,59.0,134.0,135.0,62.0,62.0,137.0,24.7,5.02
1196,50.983963,29.776258,0.11,0.12,4.0,4.0,17.0,18.0,57.0,57.0,135.0,137.0,63.0,63.0,142.0,25.7,5.05
1197,50.98402,29.976163,0.12,0.13,6.0,6.0,18.0,19.0,48.0,48.0,135.0,136.0,57.0,58.0,124.0,41.2,4.13
1198,50.980965,30.052317,0.09,0.09,7.0,6.0,17.0,18.0,52.0,52.0,129.0,129.0,66.0,66.0,109.0,4.1,6.6
1199,50.98095,30.038049,0.1,0.1,6.0,8.0,20.0,21.0,46.0,45.0,125.0,125.0,66.0,67.0,109.0,0.8,8.35
1200,50.980965,30.023759,0.1,0.12,5.0,6.0,19.0,20.0,47.0,46.0,129.0,128.0,66.0,66.0,109.0,7.4,6.34
1201,50.980269,30.011059,0.11,0.12,5.0,5.0,17.0,18.0,52.0,52.0,129.0,128.0,66.0,66.0,108.0,2.6,7.2
1202,50.981817,29.995186,0.11,0.13,9.0,10.0,19.0,21.0,48.0,47.0,131.0,134.0,64.0,64.0,108.0,4.1,6.34
1203,50.98092,29.97109,0.11,0.13,5.0,4.0,17.0,19.0,52.0,52.0,126.0,127.0,61.0,61.0,122.0,37.1,4.41
1204,50.980965,29.966644,0.11,0.13,3.0,3.0,16.0,18.0,56.0,56.0,134.0,134.0,60.0,60.0,133.0,45.0,3.84
1205,50.980922,29.952048,0.11,0.11,4.0,4.0,18.0,20.0,49.0,49.0,133.0,134.0,65.0,65.0,138.0,5.5,6.61
1206,50.980965,29.938085,0.1,0.11,4.0,5.0,19.0,20.0,51.0,51.0,130.0,129.0,65.0,66.0,139.0,10.5,5.33
1207,50.980965,29.923806,0.1,0.1,4.0,5.0,18.0,20.0,42.0,43.0,131.0,130.0,65.0,65.0,141.0,5.3,6.12
1208,50.980965,29.909528,0.11,0.11,4.0,4.0,19.0,20.0,47.0,47.0,132.0,131.0,65.0,65.0,144.0,1.6,7.83
1209,50.98095,29.895253,0.11,0.12,4.0,4.0,19.0,20.0,50.0,49.0,129.0,129.0,63.0,63.0,145.0,5.2,6.29
1210,50.98095,29.880973,0.11,0.11,5.0,4.0,15.0,17.0,61.0,61.0,131.0,132.0,59.0,59.0,156.0,11.7,5.04
1211,50.980805,29.865654,0.11,0.11,5.0,5.0,16.0,18.0,68.0,67.0,130.0,131.0,58.0,58.0,162.0,18.8,4.65
1212,50.980965,29.852412,0.11,0.12,6.0,4.0,15.0,16.0,67.0,67.0,128.0,132.0,57.0,57.0,156.0,45.0,3.95
1213,50.98095,29.838134,0.1,0.12,5.0,5.0,17.0,19.0,61.0,62.0,131.0,130.0,64.0,64.0,126.0,23.4,4.9
1214,50.980965,29.823854,0.11,0.11,3.0,3.0,19.0,20.0,61.0,60.0,137.0,135.0,65.0,65.0,129.0,2.9,7.26
1215,50.98119,29.80855,0.11,0.12,4.0,3.0,17.0,19.0,56.0,55.0,132.0,131.0,63.0,63.0,154.0,8.4,6.18
1216,50.98086,29.7955,0.1,0.11,4.0,4.0,18.0,19.0,53.0,53.0,134.0,133.0,64.0,64.0,157.0,3.5,6.54
1217,50.980965,29.790537,0.1,0.12,4.0,4.0,17.0,18.0,52.0,53.0,136.0,135.0,65.0,65.0,157.0,6.4,6.03
1218,50.98036,29.78619,0.1,0.1,3.0,3.0,17.0,18.0,55.0,55.0,136.0,135.0,63.0,64.0,154.0,12.6,5.59
1219,50.980965,29.781017,0.1,0.11,3.0,4.0,17.0,18.0,57.0,56.0,139.0,140.0,64.0,64.0,150.0,24.0,5.09
1220,50.980965,29.776258,0.11,0.11,4.0,4.0,18.0,19.0,58.0,57.0,137.0,138.0,63.0,63.0,145.0,26.2,4.37
1221,50.98055,29.7714,0.13,0.13,4.0,4.0,17.0,18.0,59.0,58.0,136.0,137.0,63.0,63.0,139.0,19.2,5.48
1222,50.980965,29.766738,0.12,0.13,3.0,4.0,18.0,19.0,59.0,59.0,136.0,134.0,63.0,63.0,146.0,11.6,5.73
1223,50.98108,29.75715,0.1,0.11,3.0,3.0,16.0,18.0,54.0,54.0,134.0,132.0,64.0,64.0,157.0,5.3,6.08
1224,50.98095,29.752457,0.1,0.11,4.0,5.0,17.0,19.0,54.0,53.0,134.0,133.0,63.0,63.0,157.0,6.3,6.5
1225,50.98095,29.738177,0.1,0.12,5.0,5.0,18.0,20.0,44.0,44.0,133.0,132.0,65.0,65.0,162.0,5.2,6.31
1226,50.980965,29.723902,0.11,0.11,5.0,5.0,16.0,17.0,51.0,51.0,135.0,134.0,61.0,61.0,165.0,1.4,7.15
1227,50.980965,29.709623,0.11,0.12,4.0,4.0,16.0,17.0,64.0,64.0,130.0,130.0,60.0,60.0,167.0,8.8,6.02
1228,50.98095,29.695338,0.11,0.11,5.0,5.0,17.0,18.0,71.0,71.0,127.0,128.0,56.0,57.0,171.0,22.6,5.81
1229,50.980965,29.681065,0.1,0.12,5.0,5.0,14.0,16.0,71.0,71.0,126.0,126.0,55.0,55.0,171.0,14.8,5.48
1230,50.980965,29.671546,0.11,0.12,4.0,4.0,15.0,16.0,70.0,70.0,131.0,131.0,58.0,58.0,173.0,9.0,5.69
1231,50.980965,29.666786,0.1,0.1,3.0,4.0,16.0,18.0,65.0,66.0,135.0,135.0,60.0,60.0,170.0,7.3,6.11
1232,50.980965,29.662026,0.09,0.1,3.0,4.0,17.0,18.0,65.0,65.0,137.0,137.0,58.0,58.0,171.0,5.5,6.41
